0	0	0
1	1	282
2	3	280
3	6	3112
4	9	2436
5	10	2350
6	11	2262
7	12	0
8	13	0
9	14	0
10	15	550
11	16	802
12	17	0
13	18	1530
14	19	0
15	20	0
16	21	0
17	22	0
18	23	0
19	24	2972
20	25	0
21	26	142
22	27	2584
23	28	0
24	29	0
25	30	121
26	31	5.33333
27	32	1875.33
28	33	5.33333
29	38	678
30	41	0
31	42	1031
32	43	792
33	44	688
34	45	0
35	46	0
36	47	0
37	48	142
38	50	2080
39	52	2014
40	58	0
41	60	2590
42	62	282
43	63	0
44	64	0
45	65	1978
46	66	0
47	67	792
48	68	0
